ElTorque,ShTorque,Bicep,Tricep,AntDel,MedDel,PosDel,Pec,LowerTrap,MidTrap,Task,TrialNr,Su,Arm
17.767187517999993,46.454422345999745,0.1756946865191201,0.04604564460556102,0.28522708690083576,0.21602069369668594,0.15269486066054874,0.049204153258812965,0.48548815087251995,0.3717082004016726,50%,9.0,c10,Right
20.110758445999963,46.387337095999975,0.32495923335206145,0.14673835025454035,0.2543499449928797,0.25708493652470904,0.17766294848634204,0.04435216677478562,0.47323261512624937,0.33765455009771883,50%,10.0,c10,Right
6.825713219999984,11.874986535999954,0.21813810296449393,0.1838151507017026,0.07989723879225763,0.042449540958784324,0.06182033351074432,0.028531020319134494,0.23299254923754786,0.3480059298502224,30%,1.0,c08,Right
7.570370814000057,11.651834417999984,0.19271167316638319,0.19303326533862672,0.10928996130543897,0.038561133138277734,0.05361981142828577,0.023979980467319827,0.16852639380913062,0.2516481284701806,30%,2.0,c08,Right
6.79800158000001,10.492733748000104,0.21526870651313387,0.19025162929001851,0.08211600963479486,0.04829620466705283,0.06595053207034161,0.02315569917369559,0.1987765779516534,0.26019051899812606,30%,3.0,c08,Right
6.770637859999976,10.942531028000031,0.30246619971589217,0.23591387214348739,0.10146566025874212,0.06261028535345489,0.06081101036873051,0.02439722617120663,0.2033824564630745,0.2739543560421914,30%,4.0,c08,Right
6.412207110000007,11.986763670000123,0.23472393331431424,0.14172558301957633,0.09552766600951514,0.05445283433907945,0.057046160236784785,0.022623131371931414,0.2904816293839092,0.33730053606698773,30%,5.0,c08,Right
6.58390571000003,10.229033999999961,0.21479490639703366,0.1432643524695325,0.08024598043923326,0.039228369018323356,0.0386614785431217,0.020462687137208842,0.1645056335695973,0.35038602098724153,30%,6.0,c08,Right
6.599146589999982,12.756148059999912,0.19118468550211926,0.1982340289370658,0.0923558492978166,0.10206193123439518,0.09475135554656652,0.03465663731812943,0.45424147314285024,0.4013346659000285,30%,7.0,c08,Right
6.474727847999989,12.630695800000039,0.20078892571694607,0.17196283695576695,0.10154969793422045,0.06347563381459947,0.06811950855134181,0.026274119599581182,0.2462000264132324,0.35313155182506434,30%,8.0,c08,Right
7.165674508000008,12.458242179999955,0.2177155803320673,0.169952227798751,0.11422606897662783,0.05712816854117413,0.05918559537381128,0.04684865241208947,0.15521207413246627,0.3827088539379604,30%,9.0,c08,Right
6.899346115999993,12.207468648000038,0.24632861536334183,0.16636474230530748,0.07612580516156704,0.04097648317826647,0.05206714053541078,0.036126481361322675,0.1635993261959833,0.34469598862222817,30%,10.0,c08,Right
6.329714963999989,20.70899534599999,0.33128411066901986,0.35101987294592313,0.26182907723559967,0.23833754681041583,0.12988551213424734,0.025318488159804777,0.5904976258570854,0.7591911397831788,50%,1.0,c08,Right
6.529935323999962,18.413706440000002,0.2529194232788183,0.19784033562936088,0.21729923117206143,0.14267216927093884,0.09034839311128438,0.02135603450677112,0.3574243174090055,0.6578232629115178,50%,2.0,c08,Right
6.525239272,19.12963669600006,0.3624327996800028,0.20926723376052944,0.18770773525429754,0.1393546562321215,0.09166521009740694,0.022638924921071824,0.4100670196058357,0.8288339259377218,50%,3.0,c08,Right
6.469821569999983,19.05639934400003,0.5224415044661118,0.2718868205882144,0.15674282002556325,0.11858821752801607,0.09216103539695328,0.01962098795785521,0.4071100922416941,0.9421355588386541,50%,4.0,c08,Right
6.437342092000012,19.71392906200015,0.30059755341369443,0.23271988110769182,0.1691687896791775,0.12249399960632175,0.09083719552118773,0.02118510964017205,0.44337696170578367,0.8636277838233676,50%,5.0,c08,Right
